x0,x1,y
301.21992406931315,118.52678791246993,1
371.7777952881377,129.58026680626557,1
225.52684292788447,132.87230773693113,0
260.3831266482158,160.23347547207845,0
248.7376523224707,155.09952308346402,0
247.3805949149742,154.40076685770458,0
370.9984362884494,125.17410788256207,1
293.0447538162913,164.1214642897163,0
329.98811334668704,113.33115015696617,1
366.0547447291744,122.73059311006698,1
243.8022242680979,157.9518767422608,0
265.2855316442289,159.56156071687357,0
294.0258253409181,161.85449674596828,0
243.43873501642818,154.4093001028631,0
233.33828703869543,140.5248017452334,0
351.41505554917205,116.89773702855425,1
328.74908246273935,141.93875497008187,0
379.31037739999266,137.48804440471747,1
378.77373755522126,138.01833886408104,1
316.5852517175997,114.38326779737343,1
314.2915943672658,156.97875060662977,0
263.286478392606,164.8924266892983,0
372.9519516460799,127.95244833063434,1
232.81199902749108,145.2522675486487,0
379.419737876275,136.44808434222992,1
237.48125820299305,153.35096969440468,0
270.7939259536108,165.52612555448553,0
241.42880132276957,152.2967704113175,0
349.11490261008294,113.43037720111249,1
380.13502822179925,137.5207138113381,1
380.5459408191743,144.18137554970224,1
316.98383360694913,155.93047448840645,0
281.5759138512377,137.62031720512243,1
310.59473455089386,158.88027626699474,0
380.58386143105145,139.67537308269152,1
279.0280797955554,138.73901922950108,1
243.53288895000185,151.39884597720456,0
311.65221681235084,154.5261103451723,0
362.18345834866915,121.87993185228015,1
359.3905382081781,114.37195798221535,1
293.9905117526675,122.67353247481185,1
359.1561913997835,119.42703109547534,1
229.7492036313522,129.7232974024326,0
321.3606338715688,146.46291367284718,0
232.16296402239348,144.39194430906335,0
236.68298988649204,146.49053272916535,0
230.1333253660818,136.99410448422108,0
332.28368906772545,142.65167476781332,0
271.75821191555514,166.25736467574984,0
322.8612205123237,148.50712256063014,0
291.0582716727329,124.23874900816757,1
265.7630958766124,160.0254362938052,0
278.24031454626515,137.86339920344795,1
380.6849681741231,138.089881768677,1
378.3647224022585,139.3739258206688,1
283.323818773128,139.7101319417826,1
287.4926151273215,164.89686284774797,0
349.3175947189543,111.1871523617269,1
318.66888271050266,116.66877637554131,1
306.55813019442826,116.67367344274084,1
356.62234312313706,119.30339144907447,1
326.853829223977,114.77495180098502,1
357.2065805110027,118.27381260923588,1
247.58394632964027,155.6578042452924,0
255.55308894835423,160.84801286670856,0
364.89431403710665,124.84006379281242,1
271.48388650879394,162.7354258807634,0
235.60245252920706,146.24054236754577,0
373.2787668843493,136.83697519822255,1
370.61254187461714,129.94693367100948,1
344.39762078015383,112.64679000913677,1
371.4296328135072,121.21563333525562,1
292.8703813232381,164.77309379452998,0
285.5695848578231,162.56202711093763,0
288.99524218701407,161.93174025851675,0
364.4316507805474,119.05498944063842,1
382.92693516011684,146.8237561883648,1
371.2816829555615,124.92959352803749,1
346.8119556216883,114.5373222822146,1
308.563365689695,115.55501929845384,1
329.057595619023,131.52300880920674,0
384.48475308319837,143.9497653853806,1
326.4852076003931,139.49612763657024,0
265.71278752935444,156.86046887275393,0
287.5029040378523,127.47170964532499,1
358.1705137586349,119.90648469008694,1
317.838811773919,114.44642389592236,1
313.8513044684847,115.1014987186891,1
317.2265036994671,113.89481093039271,1
278.3920262074912,146.62036791653134,1
280.6809899221386,142.19409778344362,1
380.36346838465977,133.06762543446825,1
298.7032667019936,162.59595780943144,0
381.676523188179,144.01495029304513,1
329.47903163689,140.33883138057735,0
301.9906927988921,121.5577320175313,1
312.5331329561835,155.8189675835163,0
231.0577685242755,133.81106127027329,0
378.95489709442916,146.25282450442853,1
234.40489064548987,136.6810757349254,0
229.85350763491388,134.4072295934923,0
314.490825822402,156.28659313484317,0
309.0433253954645,120.52361915344316,1
325.8185474601205,144.7968446438308,0
320.19858639678296,153.74058738071494,0
332.26721540765084,128.46510880541598,0
304.09302888296645,158.42875697385392,0
289.75326332410697,128.01051199236434,1
328.47448532441234,112.82333296652178,1
309.3491856286189,113.74431126081105,1
272.01491622709256,166.0490973658583,0
307.38092284813354,155.70084540643936,0
371.89327810785517,127.84432411095995,1
360.40804814748424,119.4601084330486,1
299.084444458019,116.48154166982057,1
287.3161792904957,164.84030058127087,0
364.00744913009896,120.13253999568154,1
240.01697483350614,148.5818992773825,0
314.50277095459285,115.71576792452358,1
320.24607943811964,113.13873241233915,1
276.982782233714,137.78240573609676,1
381.8334627059272,144.53598269225049,1
286.7809900938078,127.22134559428962,1
362.834897018477,119.80892689612037,1
231.5501634513599,140.0899001279186,0
317.50776426371016,152.66315525963887,0
327.1640005510453,137.77946440113323,0
311.16332435473504,159.40428148680815,0
255.9153898816241,157.57040471919638,0
293.5039576860174,124.54751104312645,1
294.92711552688286,123.61285230021639,1
311.44474880074915,118.37042011903831,1
324.47874798871965,146.29170610056687,0
278.0145819444486,148.18720738933357,1
308.38885134316433,159.24850847712113,0
313.4068668514246,157.86626071604036,0
286.1144542939481,139.69849364711135,1
379.05676247004703,135.70375988910905,1
231.45476949227768,136.60209771266057,0
306.4029347544491,156.47897566295703,0
373.6751318449549,126.51740466062088,1
315.96215740448406,110.81841977875432,1
345.6298414167791,111.49405259933955,1
321.0246711394766,151.37985022180513,0
242.80015444172892,152.736158525686,0
341.4700400887995,113.77670652558194,1
253.75946846532025,161.00441036251627,0
295.12159511053477,164.88989147150346,0
257.0355705538399,162.34377912147826,0
288.4400643027835,165.63157122333436,0
305.35592070327414,165.75978285239324,0
285.71589126748415,133.26696920180666,1
369.85137331375586,122.1282967627542,1
302.97607245283075,157.35468326824667,0
302.35164417298006,159.9434144902014,0
229.85907675588425,140.53812261315628,0
329.8332098165038,142.28968262468837,0
381.2333842343595,143.50642165193105,1
258.31988161749047,159.8569281561511,0
238.92549000726285,148.98907961506413,0
317.3023774653826,155.74410853653146,0
285.57035635793557,132.0437223032104,1
316.4154455540699,152.96863615754364,0
227.48226331136485,131.42785108499777,0
355.82578141001386,116.30377065770112,1
311.0411769914662,117.47113908511234,1
316.4557780818357,155.97888971693317,0
280.6515930030027,141.20718723720384,1
367.35127928521143,123.4421188435305,1
368.15023785393123,124.63007740002605,1
296.44941947270075,124.13782214375134,1
302.90728084140216,117.2467504762397,1
284.8162307027699,135.28338387656834,1
285.6299174757395,134.61381573396042,1
297.1928593629152,121.97316113713838,1
309.7859973093233,156.50789856498614,0
234.84794743804284,147.33587600246122,0
292.70173789435995,122.20127138582698,1
380.18274211607905,138.9429419744801,1
240.7183931837447,150.89792822409316,0
371.3633149489182,124.1218663248198,1
304.3565063831317,159.5116986664411,0
230.97465288100955,138.085830465555,0
320.2492184623915,151.0390698649686,0
340.60307176917047,115.48315519446733,1
310.713075867682,156.49120129550207,0
229.8392383590578,137.17519689372205,0
308.81450168693584,156.2236080588786,0
329.2810892863619,135.4382103198157,0
320.7120661127503,116.00102321221709,1
313.0983598123254,116.6832188580635,1
235.02553214742133,146.1131205569496,0
329.36177363799146,141.2916673422157,0
334.7714347467714,116.6927741891055,1
315.4238177074464,112.6549622817093,1
254.76305254306862,161.5431103836952,0
279.35657149303034,139.77408246145023,1
326.99633092266674,142.79389763171275,0
229.60231654870785,138.84703955122367,0
375.91831002975994,132.5976960294366,1
304.82229571854043,118.95189877017401,1
345.3744783844219,118.39467761174592,1
289.9838892667269,125.58773585668902,1
332.84870609626677,112.23244178035671,1
323.12287981078117,138.26814455579165,0
323.62449224239685,113.57391200573817,1
268.7601476576124,160.30420766915444,0
315.409552747743,118.06304999845253,1
346.936075398567,114.91704420754874,1
226.7918280645853,133.39783625241614,0
328.138130094031,111.55084345990461,1
231.97033886830957,141.00843244657779,0
263.3262445159918,162.0551595022579,0
239.60964697226413,148.0523866852542,0
272.41795852902493,162.43008700297176,0
324.11609906364555,144.77788385958326,0
298.9351026564078,122.69512152875221,1
233.15468908919996,147.2707468742356,0
380.28292985107976,135.83736034093536,1
257.69548022962147,160.74843020708875,0
276.3516613357166,162.03738231478005,0
303.08165726486334,161.772628449847,0
259.9496899673236,162.9603177899608,0
279.24883094334575,140.3850603133794,1
383.0119210836078,147.46252564936174,1
246.54865183070558,155.31994956393382,0
250.92617409016142,157.53594701917172,0
292.20679996726665,129.04665898227384,1
249.11411465547803,155.80420835707488,0
260.04528755943574,161.66862194258076,0
326.5021126597138,144.30158654980394,0
361.71870042892306,120.31062572384197,1
297.7861148062687,121.42074127509639,1
230.64294711308958,143.51902898059674,0
237.14286073386643,152.01759254626626,0
295.3101450544861,123.72505632886163,1
245.95492014343318,152.38697021170702,0
375.25474003571395,141.1570006199565,1
313.1895568710517,155.40731092692198,0
318.5733184037173,115.52891344456351,1
292.79213199239734,124.51331990437149,1
322.98518237484876,113.57715174995471,1
341.77596644827383,113.33314691123509,1
338.02402950402745,110.38221910516276,1
324.737737364649,114.92704643763071,1
372.9223333887356,127.15235945161764,1
280.21142699026893,139.05812859944277,1
278.3851080237622,132.52463962962574,1
291.0637158529501,127.99584420783431,1
382.0045256123642,145.9040032506882,1
291.4149468301041,164.6526490324668,0
310.0362404456714,114.81852628705896,1
321.7377218908683,146.21011962497073,0
231.867832886582,141.21849177895578,0
303.22150580257664,121.09238711114773,1
379.75995286099806,141.06239087725618,1
293.48859440045146,160.9899181707936,0
369.9020976573453,124.93695770797498,1
249.51398896330514,155.94148061106247,0
244.37636595624298,155.17385265492877,0
370.7939248900725,126.96400451097159,1
253.45451897159984,156.76908864411988,0
226.62623276988026,128.5720080719595,0
296.19749031120244,122.37546092402783,1
293.1828925039355,161.41922484927142,0
373.34942360448497,128.10015027171244,1
377.6584767292707,127.68971813353018,1
339.69269286781537,110.61890851904829,1
281.0290867501671,162.27020309540836,0
329.94198720825017,115.85472327557869,1
330.35991470833903,142.6833566872815,0
375.90159038809105,135.63236024449392,1
279.3692416347565,161.40868353412776,0
324.57352174014375,144.25726621708543,0
286.2554400419302,163.43509075974657,0
277.7257143934319,165.43141190894104,0
230.98883330579983,135.29266351225507,0
325.16989813435686,111.06916960700534,1
348.62416725799403,117.09964032636104,1
239.00397762557634,150.91823184286446,0
249.6604804532126,158.29394232157313,0
295.4343618396207,128.27634985728324,1
296.9777171366766,122.90662736859618,1
363.78805929962886,119.46880869981463,1
331.9781579683558,132.36424502020935,0
262.2844836696018,156.90364956141227,0
331.9410584071879,135.50735295751906,0
326.02912318929816,112.43653202520025,1
309.05626313928457,155.23998907351262,0
272.29955249105024,164.24540984310653,0
281.14807180190337,141.46636849246784,1
337.9864986337953,136.70378933815994,0
257.9791757819108,163.6010608335617,0
300.7443521030824,120.20905938668137,1
319.33375015528577,153.50530800703729,0
248.2634106123261,156.10718936783158,0
281.70007722071074,136.65973999029143,1
328.27189445236615,145.86213262469875,0
234.28729264493901,145.32874584222583,0
280.2388647110508,139.22006911955788,1
228.131697808571,138.56770614599665,0
292.4619265736668,123.85617259645699,1
383.74668619169597,139.1684411981044,1
330.01911441064755,140.93029537437192,0
282.6621141179219,141.17377297860799,1
304.31286848662415,159.7464370083588,0
379.1923925928813,129.53664916039952,1
368.7613812094468,125.43631972403804,1
296.61306817634375,162.43127194042185,0
329.28237071671674,133.5582083054331,0
323.4102402094808,150.81359410130526,0
303.4379113213425,120.71137868075107,1
292.58208557386496,122.46922237423219,1
248.12287072218606,156.64342077466804,0
345.9608402005605,115.93362862236955,1
318.26659520243965,156.74660677766107,0
380.9497930297783,143.56282563429573,1
295.3784645540353,163.5470251399368,0
313.43488534486727,155.97079058549627,0
334.60821100166686,111.29936872955452,1
332.73988389321227,114.42535059658115,1
324.9255186560881,143.88597303360513,0
239.72737459580856,154.43890123312616,0
283.023802546562,129.7470923404567,1
235.23314719959708,140.99075729644784,0
226.78004316243397,132.53462998515516,0
297.3108613874866,118.50788858097489,1
382.04055932753045,143.29964493891674,1
265.23669900327343,160.44315706475592,0
327.50314904084615,142.9858304669415,0
246.75081558188262,152.2371584548232,0
374.8169577433074,125.26292928803424,1
313.7781330185779,153.58993585818732,0
285.34487455035804,133.749955007311,1
234.9292873355206,151.44881876423713,0
233.1830378522464,150.63010113467405,0
328.30946659371824,140.98134495466658,0
272.6252273970596,163.59567340979189,0
318.7285674495596,150.3994728415731,0
248.51997469088303,153.3571518850026,0
358.93178241940205,120.82088807520624,1
377.7023861855116,145.7658910400936,1
243.19066567005308,153.33511375362346,0
325.452467123218,111.48569712894326,1
349.0783024195665,115.01918404132252,1
354.5436699906542,115.17234498302508,1
326.33276163612175,110.44001772352135,1
318.96386699109064,114.77626612474698,1
280.5674217016724,134.75564987216265,1
232.16732438393356,141.38174814028477,0
304.88976681397,117.35550629998902,1
330.56308281980864,137.7088645376494,0
302.21036786032266,156.70237442696913,0
302.28037186299883,114.72127839959101,1
290.55621286458353,124.84534130504207,1
287.3887134351523,130.36250008485817,1
275.4349337867828,161.51769036338035,0
285.2686373800813,132.7298202310421,1
352.40628916144186,115.00400845524045,1
366.4328202766002,120.06862931191817,1
356.7639110347309,119.93633441878256,1
235.47668266795017,144.58567144085404,0
279.9025033772108,167.43841404601156,0
357.54925135782327,117.32897657852922,1
346.1036817939051,115.43488959305878,1
284.4806079528848,162.32528218489745,0
322.9562258173137,150.47038775364,0
304.49022789470627,161.4099544115456,0
272.20221843939225,165.36084899331183,0
283.55780587049264,127.31397223999664,1
277.7787771223797,143.1672073311609,1
322.04414577760605,142.83466037233924,0
306.37597374888514,116.10133460581088,1
281.34614425019896,144.37379629425797,1
354.86374909231523,117.68029152821883,1
322.4130371541717,114.34774343860354,1
332.5839219755748,134.38645632872124,0
337.5819186647075,111.92197000386193,1
314.1994013677353,157.49059843153765,0
300.1258167119971,158.25335365893702,0
314.4672258452903,152.497399182582,0
327.4264085373546,140.5379013117389,0
230.6413037272402,134.83097318892925,0
347.0984972808558,115.15089061047156,1
283.4271109096969,138.8309508873898,1
302.3648453703356,121.19937849003546,1
318.3234335602293,115.59990199536999,1
281.689459430114,146.637531836016,1
380.3697107229572,138.50107292232605,1
256.757734144238,161.265044633304,0
336.4015437031039,110.71999536001952,1
252.31588167290437,160.67770446387559,0
304.5900822863346,118.23744142927166,1
334.1485994782932,113.16250473860029,1
357.67607891223736,118.15571615090963,1
375.0469658942035,132.84050964805826,1
309.095570738373,161.0380701206554,0
374.9426434052838,132.67584813000607,1
378.3787859324507,131.0810099934847,1
286.4373893345214,163.80392935487828,0
377.5866899686853,133.1016352112619,1
292.4387885789174,124.65201402357228,1
381.60394336002224,141.89280353064092,1
260.19159598053795,159.91027410349133,0
303.56097962825186,116.14629734108198,1
249.26209837002907,157.131398887558,0
380.0818542726137,138.2878605178096,1
302.5010879534526,119.77953544529633,1
279.5025423167041,144.49777536341864,1
316.94968879582336,151.25395720223835,0
277.74149893051845,163.00252176901705,0
279.00223575021477,145.00181519288378,1
377.27976402243934,133.79143101434215,1
241.98126291280403,153.80569226743484,0
233.1609198648276,146.82827248891908,0
337.70690879152113,114.22428532782084,1
280.36105880872594,147.5857524888746,1
258.53245832144876,157.68597136217946,0
284.9412496815343,133.38270891894774,1
368.5666543915133,131.9413371375308,1
353.4145216789867,117.61293954023218,1
261.44524984452994,160.8331132898843,0
272.1113124720854,163.43331733724844,0
246.7978976994273,155.9642413611723,0
306.97565993971716,159.56466715468656,0
376.645762494326,146.58702046971078,1
319.3572843911469,112.14133511805562,1
279.316290876807,140.34759777174,1
227.47249894472998,130.69933071510727,0
279.62552046111017,136.4908822094693,1
297.79243946019767,118.9235249668564,1
296.451331901158,122.20402584931033,1
334.10607027242816,111.43996922670593,1
371.74275819527577,125.93464880462591,1
359.6705196961393,120.21077345265358,1
287.464848286058,127.61621802726206,1
292.84773622137317,165.33724196019625,0
345.46435144231214,113.33269149680928,1
281.0720147913388,137.7893721461768,1
371.9304545018434,127.15038582861902,1
311.6271818798465,153.43677070658978,0
329.05627620947706,132.29819282240882,0
309.74735868564323,115.36189732555397,1
302.6072557878754,161.6302099351174,0
319.3014620755231,152.724091009718,0
316.84397125861346,112.36802148161257,1
238.74690094918418,151.24965404614127,0
233.43538033365465,150.19080441651013,0
362.3231969049992,119.36130507210717,1
314.7045547590308,116.43292306575748,1
278.3660909787807,163.63114540286816,0
377.2735854070271,133.23512218061109,1
324.8074453580057,145.80749998872687,0
281.3605129259254,165.5065529603388,0
287.94121422999643,133.64036542582417,1
298.7742186246589,123.0439868626129,1
277.17301147651847,143.59164961881945,1
252.89498967331463,157.3442585474333,0
338.7186561696549,132.2660485260702,0
295.2967789868304,162.28774061237442,0
236.28143311852548,137.16091711845377,0
301.4445984415414,123.87647833442287,1
335.401696278803,112.71491395529264,1
255.98306061697508,163.2608401015402,0
283.77394869344,135.8397491103123,1
242.6531211495265,156.66851369357846,0
326.97312282017117,129.76623741614227,0
303.63295547908234,115.96848042000389,1
242.24482211603782,152.6749958575096,0
297.0163446467827,163.50421004617584,0
279.80602350852996,138.1449818403666,1
381.54135891502744,143.96382391261085,1
320.9461752564293,152.3658215570353,0
329.86728268071624,143.63686853634323,0
244.47856023913448,151.32981653765202,0
328.3243782865039,141.1152912735382,0
282.7974353495476,131.7327300961034,1
369.15658239179936,127.67516395325036,1
346.4063721054046,116.40274399306455,1
255.3419828358438,157.4915924708415,0
286.35138401143774,165.96763890871063,0
251.0945074934201,157.46001503953295,0
236.81855309728368,146.32371810174118,0
287.9963839216012,126.1835289136305,1
351.6181731975938,116.61138237764523,1
274.19401570713916,166.4377449811822,0
236.59370632780997,147.50191837128145,0
322.42266630537307,150.60180259146273,0
358.2390874290793,120.36261881452896,1
285.93028358931355,129.02249551783962,1
379.4095923357663,138.68773183860523,1
262.72268938146465,161.78080838359648,0
327.65838778078273,139.6545256354794,0
304.26717571646196,160.0606055543294,0
319.1517535597476,147.83161725297344,0
228.45963451732177,137.2176322720106,0
277.11424986531256,162.84617626242013,0
374.5415557859484,129.4540633454289,1
243.52929895857943,152.7423817320516,0
292.7321480623886,161.34351092932584,0
359.9766538496281,119.10258800757606,1
284.50339407168764,136.0604179238668,1
325.59373837992325,114.64736518034263,1
332.31359773921326,134.11502438458461,0
300.39296278189977,162.6899837796609,0
383.7549332944062,141.80429927891865,1
312.25701462054406,154.80888185819376,0
328.2939016825387,141.95087527356065,0
268.57577348770246,160.14075709139715,0
296.08739638953546,117.06441167523886,1
295.9117414230502,163.66474112640128,0
326.03738714796873,149.158285677123,0
308.12186651320263,116.09805454875365,1
341.8132287944512,113.99681038137757,1
285.33900824905663,163.7039816309377,0
368.69493257808983,122.04623682658098,1
328.5291511419618,112.49499843006797,1
332.0012340721065,112.91815540994199,1
341.1680320479021,118.36356577614197,1
320.1323184210795,148.60050385832844,0
321.99372032982353,148.52005437221075,0
252.255362794794,156.7102230437563,0
328.5432207732456,133.55320409755805,0
285.61615424749516,122.78146703233857,1
294.27765375639626,163.25487158069075,0
277.2710534800254,165.05350402594112,0
288.2406170878263,163.19624937781583,0
247.86005211584876,151.81189920569133,0
309.8044196509609,113.58058577659675,1
289.4499359618785,128.28044727630802,1
277.0467431008849,167.5867353023348,0
282.51401186193596,132.5033653892067,1
233.60182509146597,136.2067835150458,0
249.68204041736834,158.70663471035533,0
380.1178673680122,142.80241160280588,1
309.54841049337494,116.17770024159205,1
289.0308379674209,127.51997362919303,1
276.2787746761062,160.62895157363488,0
306.87442890747064,158.54188810360998,0
332.07199288911164,136.53616949777842,0
332.71258955037297,112.86910136065464,1
367.62281131169453,123.52358695683691,1
241.59086163972495,152.68864162160156,0
326.9900576875459,144.24697772026667,0
254.5956762606461,159.63216001967953,0
301.7798638166545,160.86219468990313,0
286.24893969849353,131.0095888341864,1
281.15602648902285,138.1770103320835,1
333.0053857663913,132.89333306589532,0
325.01362816777976,147.43882996797578,0
334.768205630586,115.59341374311857,1
354.50445197222535,118.15190151172739,1
315.83515953821757,154.12825766531816,0
367.7069397849074,126.02414583725331,1
308.5855831493018,115.36377542673603,1
286.02298983765456,130.45791730205008,1
375.8487941868541,128.63544594504486,1
315.5908852018344,152.6288371625272,0
226.74152738725002,139.97332851282763,0
327.6216136508657,115.60398891669654,1
274.92308882840155,140.113669169137,1
277.5963358380376,139.2601566725685,1
324.5720908135065,110.83458146473544,1
359.46428589748785,120.82499875397357,1
258.0340715206831,162.43652405423936,0
268.2398200382944,164.77727555782394,0
274.5423631565776,165.0705764659247,0
303.3044263725723,116.07221041929003,1
366.71919992612277,122.87792189887394,1
338.5737715344539,112.44185217389813,1
329.3177055498611,130.65775325677743,0
289.06058743964775,124.04525718067808,1
233.31153080266932,145.54762771038742,0
378.2102771133283,134.37159550132327,1
365.83809043675944,124.50461088924533,1
235.1387506318233,148.9299250782609,0
233.9570352726875,143.88338409448772,0
344.7785508555412,114.62029897421212,1
331.3401368194537,129.12053600309335,0
318.7029109340381,152.72053130249438,0
285.10262186313537,129.5196533271523,1
280.500169094177,138.01743023081238,1
357.23870360083,115.03732747011394,1
372.4129286622839,125.51336482658455,1
253.55115461500654,163.22765049243128,0
283.3852509868381,166.23960190741474,0
232.06923081606996,139.82679729051677,0
320.3495765555502,114.14138030114971,1
298.46833964779205,161.32659857603775,0
252.5740017318631,160.3282740095188,0
331.7495118711746,112.9726503474607,1
307.5839336466046,159.75332038270065,0
232.01395866756553,136.66116848444705,0
292.6602637331849,162.6847942070995,0
376.63813936703,142.78246508633512,1
236.60888671749586,143.25451372570305,0
281.8440291195093,163.86450295049372,0
358.8223750799996,119.39405858101058,1
284.29554290483884,164.39308428401347,0
310.6006627113393,118.25095750057288,1
301.2376178731657,159.91606209807287,0
228.96984893849483,138.29667679454872,0
230.30535617039777,139.70775946247045,0
293.5179772702834,162.38625005090077,0
244.66471137029862,153.90835736892873,0
356.3019635395042,117.18930344348638,1
322.88800243261164,145.08959042918946,0
228.0313772473075,138.6349177052566,0
225.34468397182584,134.73101821974026,0
383.22914388836875,146.50574639776977,1
311.0188664196335,115.67055847566665,1
320.0471515734666,115.18278129458517,1
273.5036416790043,163.3945676230748,0
331.2435073026411,137.0028945848115,0
381.11207862556137,136.27696134812584,1
364.68010917226326,123.77607502713971,1
308.78613608426014,118.02119233952206,1
304.4571928660184,117.25154778160721,1
331.6332269263059,139.95036234168097,0
260.9535840386241,161.72144344671102,0
268.170765781069,164.2104234285013,0
322.9573009810857,148.61834940001955,0
324.1054188782881,148.0382430236101,0
312.69207164464353,154.49417854731942,0
291.8428090545027,125.15058453009715,1
316.86873651631834,149.21496271723788,0
279.9782301287281,140.9614198003094,1
347.88945608827953,110.72940259990177,1
299.7674603969435,160.45211010673415,0
230.0999373443408,137.76335999178139,0
312.18747155388974,116.17036666040363,1
247.97671926047553,156.66936454933517,0
378.45094902878384,139.69784022301215,1
300.37725052041276,120.60911525564471,1
319.9300665743947,145.2154222425759,0
342.7215838866098,113.89916558850524,1
295.2538544871803,121.78727802544552,1
284.1831668974121,127.6483654373114,1
306.8441145579345,117.41386579664905,1
333.48851307135595,110.47393796158781,1
262.2523674442277,163.03392088515125,0
272.0434980562302,164.3189735047037,0
347.506381061542,113.04883278216181,1
371.07555362142705,132.0328193598686,1
339.14488568711226,113.98746293195704,1
286.5524777136311,139.8900351351501,1
313.27892923219804,156.7721243746216,0
319.7759051981957,154.0934037647091,0
298.5050272099305,162.54341773190367,0
380.3226718408548,133.9487056212476,1
342.4254257260171,111.93789121923288,1
365.38007826180103,121.77852531018365,1
276.8094817987988,148.1061159547105,1
382.7790802438444,138.6934183058934,1
325.771565545572,113.7607710300978,1
362.5266370933926,123.001396836884,1
291.3792803276287,164.8720792055276,0
287.18854268339896,163.45037532921842,0
346.6563426126967,113.09220359583998,1
325.5998258251044,115.87399860920861,1
285.99556828020354,145.64786668995296,1
322.7947667345665,118.1421392591847,1
312.2777813489254,156.7135597413631,0
285.6337752411518,130.3341382604833,1
332.97020078266615,114.01758838055734,1
298.0289165506178,123.18985788065348,1
233.03517873740708,142.29747025060027,0
344.5709525419741,115.675556291922,1
264.56526451233947,167.10244821957806,0
310.1857348154747,114.92183062409126,1
327.47166678389203,142.11145945629656,0
234.16104726467876,141.62038464675928,0
324.3763460179069,144.72982858273838,0
294.8043662096924,126.81353652159379,1
260.54462336552535,159.37245338549084,0
289.44022294452316,127.00277939364489,1
297.3972851526115,161.98694052893813,0
370.27201978524283,121.39251710334602,1
304.3969238817579,160.2174563906803,0
331.25026664322115,137.6132119275726,0
272.27222176064595,166.04611457585895,0
319.171387669482,146.2295438651949,0
265.4952888421525,163.19617249766225,0
237.39099979535536,147.04056537596213,0
333.6067021846788,134.57666423584368,0
241.02532555226014,151.97832610348888,0
250.8355976306836,158.47918724144662,0
378.95826488245774,140.6256947346964,1
360.37322109561717,117.65973360658705,1
280.9035671450134,133.55853986186483,1
283.26030450324896,164.02948217394334,0
332.07915584801447,133.2177619865587,0
379.3351556805645,141.61487346704308,1
